Id,label
5059,plate
3693,knife
0227,cup
0228,cup
5060,plate
6753,spoon
5061,plate
0230,cup
0231,cup
6754,spoon
1764,fork
0233,cup
2590,glass
2591,glass
1765,fork
5062,plate
3694,knife
3695,knife
0235,cup
6757,spoon
2592,glass
5064,plate
2593,glass
0237,cup
2594,glass
6758,spoon
3697,knife
0238,cup
6759,spoon
2595,glass
5065,plate
0239,cup
1766,fork
2596,glass
0240,cup
2597,glass
5066,plate
5067,plate
5068,plate
0241,cup
2598,glass
2599,glass
6762,spoon
0242,cup
0243,cup
0244,cup
6764,spoon
3700,knife
5070,plate
1767,fork
0245,cup
1769,fork
6767,spoon
0246,cup
0247,cup
2600,glass
6770,spoon
2601,glass
2603,glass
5072,plate
3702,knife
3703,knife
3704,knife
6771,spoon
3706,knife
5074,plate
0249,cup
0251,cup
6773,spoon
5076,plate
5077,plate
3709,knife
6775,spoon
0254,cup
0255,cup
0256,cup
5078,plate
5079,plate
3710,knife
3711,knife
5082,plate
3712,knife
3713,knife
5084,plate
6777,spoon
2610,glass
3714,knife
3715,knife
6778,spoon
0261,cup
1771,fork
2611,glass
6780,spoon
2612,glass
2613,glass
3716,knife
1772,fork
2614,glass
5088,plate
0263,cup
3717,knife
3718,knife
6782,spoon
1773,fork
5089,plate
1774,fork
6784,spoon
2615,glass
6785,spoon
0264,cup
0265,cup
1775,fork
5091,plate
6786,spoon
5092,plate
3722,knife
6787,spoon
0266,cup
2617,glass
2618,glass
5093,plate
0269,cup
3725,knife
5094,plate
6789,spoon
3726,knife
0273,cup
1777,fork
0274,cup
6790,spoon
1778,fork
3728,knife
3730,knife
5098,plate
0279,cup
5099,plate
3733,knife
0280,cup
1779,fork
6793,spoon
2619,glass
6794,spoon
3734,knife
0281,cup
0283,cup
0284,cup
3735,knife
5100,plate
2621,glass
2622,glass
0285,cup
0286,cup
1780,fork
1781,fork
5102,plate
2623,glass
0289,cup
2624,glass
3736,knife
1782,fork
5104,plate
3737,knife
6796,spoon
5105,plate
5106,plate
6797,spoon
5107,plate
6798,spoon
0292,cup
6799,spoon
6800,spoon
6801,spoon
1784,fork
3740,knife
0299,cup
0300,cup
5109,plate
5110,plate
6803,spoon
6804,spoon
6805,spoon
0301,cup
0302,cup
0303,cup
0304,cup
6806,spoon
6807,spoon
5112,plate
6808,spoon
5113,plate
0306,cup
0307,cup
1786,fork
5114,plate
6809,spoon
2630,glass
6810,spoon
1787,fork
2631,glass
5115,plate
2632,glass
0308,cup
5116,plate
5118,plate
0309,cup
1789,fork
0310,cup
3742,knife
0311,cup
1790,fork
5120,plate
5121,plate
6811,spoon
0312,cup
6812,spoon
2635,glass
6813,spoon
3745,knife
6814,spoon
0313,cup
0314,cup
5125,plate
0315,cup
6815,spoon
0317,cup
3747,knife
5126,plate
5127,plate
0319,cup
3749,knife
5128,plate
0320,cup
0321,cup
3751,knife
6818,spoon
2638,glass
0322,cup
2639,glass
6819,spoon
1792,fork
6820,spoon
3752,knife
5130,plate
3753,knife
6821,spoon
6822,spoon
5131,plate
5133,plate
0325,cup
3754,knife
5135,plate
6823,spoon
6824,spoon
3755,knife
2640,glass
5136,plate
0326,cup
3756,knife
1793,fork
3757,knife
0327,cup
3758,knife
1795,fork
5137,plate
5138,plate
6825,spoon
3760,knife
5139,plate
2641,glass
0328,cup
5140,plate
6827,spoon
6828,spoon
6829,spoon
2643,glass
5141,plate
0329,cup
2644,glass
1796,fork
6830,spoon
3761,knife
1797,fork
1798,fork
6831,spoon
6832,spoon
6833,spoon
6834,spoon
5142,plate
2645,glass
6835,spoon
6836,spoon
0331,cup
5143,plate
6837,spoon
0332,cup
3763,knife
2646,glass
0334,cup
1799,fork
6839,spoon
3764,knife
5144,plate
6841,spoon
5145,plate
3766,knife
5146,plate
3767,knife
5147,plate
1801,fork
6842,spoon
5148,plate
6843,spoon
0336,cup
3771,knife
2647,glass
0338,cup
6844,spoon
5149,plate
0339,cup
5150,plate
6845,spoon
3774,knife
5151,plate
3775,knife
5152,plate
5153,plate
3776,knife
5155,plate
6846,spoon
2648,glass
1803,fork
3777,knife
3778,knife
6847,spoon
2649,glass
5156,plate
3779,knife
5157,plate
1804,fork
1805,fork
3780,knife
2650,glass
6848,spoon
5160,plate
0343,cup
5162,plate
1806,fork
0345,cup
2651,glass
0346,cup
0347,cup
3782,knife
5163,plate
3783,knife
2653,glass
2654,glass
3784,knife
3786,knife
3787,knife
3788,knife
2655,glass
3789,knife
5164,plate
6850,spoon
0351,cup
2656,glass
5166,plate
6851,spoon
3790,knife
3791,knife
2657,glass
5168,plate
0354,cup
5169,plate
0355,cup
3792,knife
5171,plate
2660,glass
3794,knife
5173,plate
0356,cup
0357,cup
0358,cup
5174,plate
3797,knife
5176,plate
0360,cup
1808,fork
5178,plate
1809,fork
6854,spoon
0361,cup
0362,cup
5179,plate
0363,cup
6855,spoon
3798,knife
1810,fork
0364,cup
1811,fork
3799,knife
3800,knife
3801,knife
5180,plate
1812,fork
2663,glass
0365,cup
5182,plate
0366,cup
2664,glass
5183,plate
1813,fork
6856,spoon
3802,knife
0367,cup
3803,knife
5184,plate
0368,cup
1814,fork
6857,spoon
3804,knife
0370,cup
6858,spoon
3805,knife
6859,spoon
5187,plate
0371,cup
0372,cup
6860,spoon
2668,glass
0373,cup
1816,fork
0374,cup
0375,cup
5189,plate
5190,plate
3806,knife
2669,glass
2670,glass
2671,glass
6863,spoon
2672,glass
6864,spoon
6865,spoon
5191,plate
3808,knife
6866,spoon
1818,fork
2674,glass
3809,knife
6869,spoon
5193,plate
5194,plate
3810,knife
0376,cup
5195,plate
6871,spoon
5196,plate
3811,knife
5197,plate
0378,cup
3812,knife
0379,cup
0380,cup
6872,spoon
0381,cup
2676,glass
5198,plate
0382,cup
5199,plate
2677,glass
5200,plate
6875,spoon
5201,plate
3816,knife
0384,cup
2678,glass
5202,plate
0385,cup
1821,fork
3818,knife
3819,knife
1822,fork
0386,cup
0387,cup
2680,glass
5205,plate
2681,glass
2682,glass
1824,fork
0388,cup
2683,glass
6877,spoon
0389,cup
5209,plate
0391,cup
3820,knife
5211,plate
5213,plate
5214,plate
0392,cup
5216,plate
2685,glass
2686,glass
3821,knife
3822,knife
5217,plate
6879,spoon
5218,plate
1828,fork
5219,plate
2687,glass
6880,spoon
6881,spoon
2688,glass
3823,knife
0395,cup
1830,fork
2690,glass
0396,cup
6882,spoon
2691,glass
2692,glass
1831,fork
3824,knife
6883,spoon
3825,knife
2693,glass
0397,cup
6884,spoon
0398,cup
3826,knife
0399,cup
6885,spoon
3827,knife
5221,plate
3829,knife
5222,plate
5223,plate
0401,cup
5224,plate
2694,glass
5226,plate
6887,spoon
6888,spoon
6889,spoon
6890,spoon
5227,plate
3830,knife
6891,spoon
5228,plate
6892,spoon
0402,cup
1833,fork
3831,knife
1834,fork
3832,knife
0403,cup
5229,plate
0404,cup
6895,spoon
5230,plate
0407,cup
3834,knife
5231,plate
0408,cup
6896,spoon
5232,plate
1835,fork
0409,cup
0410,cup
2696,glass
3835,knife
2697,glass
6898,spoon
0411,cup
5237,plate
6901,spoon
1836,fork
0412,cup
6902,spoon
5239,plate
3836,knife
1837,fork
6904,spoon
3838,knife
6905,spoon
3839,knife
2699,glass
1838,fork
5243,plate
3840,knife
6906,spoon
2701,glass
0417,cup
5244,plate
5245,plate
3841,knife
0418,cup
2702,glass
0419,cup
2703,glass
1839,fork
3843,knife
3844,knife
5247,plate
0420,cup
2704,glass
5249,plate
6909,spoon
3846,knife
5250,plate
1840,fork
0422,cup
6911,spoon
5251,plate
5252,plate
1841,fork
6912,spoon
0423,cup
3849,knife
5253,plate
0425,cup
0426,cup
5254,plate
0427,cup
2706,glass
1842,fork
3850,knife
0428,cup
6913,spoon
6914,spoon
3853,knife
5257,plate
3854,knife
3855,knife
6915,spoon
5258,plate
6917,spoon
2708,glass
6918,spoon
6919,spoon
2709,glass
5260,plate
6920,spoon
6921,spoon
0431,cup
1845,fork
6922,spoon
6923,spoon
6924,spoon
2711,glass
2712,glass
5262,plate
2713,glass
3856,knife
3857,knife
5263,plate
1846,fork
5264,plate
0434,cup
5265,plate
3858,knife
0435,cup
3859,knife
0436,cup
0437,cup
0438,cup
0439,cup
5266,plate
2715,glass
3860,knife
6927,spoon
1847,fork
3861,knife
6928,spoon
3862,knife
6929,spoon
6930,spoon
0442,cup
6931,spoon
5268,plate
1848,fork
3865,knife
3866,knife
0443,cup
5269,plate
3867,knife
3868,knife
1849,fork
3869,knife
6932,spoon
5271,plate
2716,glass
5272,plate
6935,spoon
6936,spoon
2717,glass
3870,knife
0444,cup
6937,spoon
5274,plate
6938,spoon
3871,knife
2718,glass
5275,plate
0446,cup
2720,glass
5276,plate
0447,cup
0448,cup
6940,spoon
3873,knife
5278,plate
2721,glass
6941,spoon
2722,glass
0449,cup
6942,spoon
2724,glass
3874,knife
6943,spoon
0450,cup
1850,fork
6944,spoon
2725,glass
1852,fork
5280,plate
2726,glass
0452,cup
3877,knife
5283,plate
3878,knife
3879,knife
6946,spoon
1853,fork
0453,cup
3881,knife
5285,plate
0454,cup
5286,plate
3882,knife
3883,knife
0455,cup
1854,fork
1855,fork
2728,glass
6948,spoon
2729,glass
3885,knife
5287,plate
2730,glass
6950,spoon
5288,plate
3886,knife
0456,cup
2731,glass
3887,knife
5289,plate
3888,knife
2732,glass
2733,glass
0457,cup
1857,fork
5290,plate
6952,spoon
5291,plate
5292,plate
5293,plate
6953,spoon
6954,spoon
6955,spoon
2734,glass
5294,plate
6957,spoon
5295,plate
0458,cup
3890,knife
5297,plate
3891,knife
6958,spoon
3892,knife
6959,spoon
5298,plate
1859,fork
3893,knife
5299,plate
3894,knife
3895,knife
5300,plate
0462,cup
3896,knife
3897,knife
2740,glass
0463,cup
0464,cup
1860,fork
2741,glass
3898,knife
0465,cup
1861,fork
0466,cup
5303,plate
0468,cup
5304,plate
2743,glass
5305,plate
5306,plate
0469,cup
1862,fork
0470,cup
1864,fork
5307,plate
5308,plate
5309,plate
0472,cup
0473,cup
6963,spoon
2746,glass
0476,cup
2747,glass
0477,cup
1865,fork
2748,glass
1866,fork
5312,plate
0479,cup
2750,glass
0480,cup
1867,fork
2751,glass
2752,glass
0482,cup
6965,spoon
6966,spoon
5314,plate
0483,cup
0484,cup
3901,knife
6967,spoon
5315,plate
3903,knife
3904,knife
3905,knife
1869,fork
2753,glass
0485,cup
2754,glass
0486,cup
0488,cup
3907,knife
1870,fork
5317,plate
0490,cup
0491,cup
2755,glass
2756,glass
0492,cup
3908,knife
1872,fork
3909,knife
6970,spoon
0495,cup
6972,spoon
6973,spoon
6974,spoon
5322,plate
6975,spoon
1873,fork
0496,cup
1874,fork
2758,glass
2759,glass
5323,plate
3911,knife
6976,spoon
0497,cup
0498,cup
2762,glass
0499,cup
0500,cup
5324,plate
6977,spoon
5325,plate
3915,knife
3916,knife
1875,fork
5327,plate
0501,cup
6978,spoon
3917,knife
0502,cup
6979,spoon
0503,cup
2766,glass
3918,knife
3920,knife
2768,glass
1876,fork
2770,glass
1877,fork
6983,spoon
5330,plate
6985,spoon
0506,cup
2771,glass
5333,plate
3923,knife
6988,spoon
6989,spoon
0508,cup
5335,plate
6990,spoon
5336,plate
1879,fork
0512,cup
0513,cup
5337,plate
6992,spoon
3925,knife
3926,knife
1882,fork
3927,knife
2772,glass
0514,cup
5338,plate
0515,cup
3929,knife
1884,fork
0516,cup
5339,plate
5340,plate
0517,cup
2773,glass
0518,cup
5342,plate
6994,spoon
2775,glass
0519,cup
3931,knife
2776,glass
0520,cup
1885,fork
2777,glass
5343,plate
5344,plate
6995,spoon
3933,knife
0522,cup
1887,fork
6997,spoon
5346,plate
2778,glass
5347,plate
5348,plate
0523,cup
1888,fork
0524,cup
1889,fork
0525,cup
5349,plate
5350,plate
0526,cup
0527,cup
3936,knife
0529,cup
3937,knife
0530,cup
0531,cup
6998,spoon
6999,spoon
5352,plate
0532,cup
7000,spoon
5353,plate
7001,spoon
7002,spoon
1891,fork
2780,glass
0533,cup
5354,plate
7003,spoon
5355,plate
5356,plate
2782,glass
0535,cup
0536,cup
3938,knife
5357,plate
7006,spoon
5358,plate
1893,fork
5360,plate
2785,glass
5361,plate
7008,spoon
0539,cup
0540,cup
7009,spoon
0541,cup
5363,plate
7011,spoon
5364,plate
7012,spoon
1894,fork
0543,cup
5365,plate
7014,spoon
7015,spoon
7016,spoon
7017,spoon
7018,spoon
0547,cup
3940,knife
1895,fork
3941,knife
5366,plate
0548,cup
3942,knife
7019,spoon
1896,fork
2787,glass
1897,fork
0549,cup
2788,glass
5368,plate
0550,cup
2789,glass
5369,plate
1898,fork
5370,plate
0551,cup
5371,plate
5372,plate
3944,knife
2790,glass
5373,plate
5374,plate
0553,cup
5376,plate
0555,cup
7022,spoon
2791,glass
0556,cup
7023,spoon
3946,knife
5377,plate
0557,cup
5378,plate
3947,knife
0558,cup
0559,cup
0560,cup
5380,plate
0561,cup
0562,cup
1900,fork
7024,spoon
7025,spoon
0565,cup
1901,fork
1902,fork
0566,cup
1903,fork
0567,cup
3949,knife
5381,plate
0568,cup
2792,glass
1904,fork
7026,spoon
2793,glass
1905,fork
0570,cup
5383,plate
5384,plate
1906,fork
5385,plate
5386,plate
7027,spoon
0572,cup
5387,plate
3953,knife
5388,plate
7028,spoon
0574,cup
5390,plate
2794,glass
5391,plate
5392,plate
7032,spoon
3955,knife
3956,knife
2796,glass
0575,cup
2797,glass
2798,glass
7033,spoon
1908,fork
5394,plate
7034,spoon
7035,spoon
0577,cup
3958,knife
7036,spoon
0580,cup
3959,knife
7037,spoon
0581,cup
3960,knife
5395,plate
7038,spoon
7039,spoon
1909,fork
0583,cup
1910,fork
5397,plate
1911,fork
5398,plate
0586,cup
0587,cup
2800,glass
3961,knife
0588,cup
5400,plate
0589,cup
7041,spoon
0590,cup
5401,plate
5402,plate
2802,glass
1914,fork
2803,glass
5403,plate
3963,knife
7045,spoon
7046,spoon
7047,spoon
5404,plate
2804,glass
2805,glass
3965,knife
5405,plate
2806,glass
1916,fork
5407,plate
3968,knife
7048,spoon
0591,cup
5408,plate
0592,cup
2807,glass
7050,spoon
5409,plate
1918,fork
5410,plate
2808,glass
0593,cup
3969,knife
7051,spoon
0594,cup
7052,spoon
5411,plate
7053,spoon
5412,plate
5413,plate
0595,cup
3971,knife
7054,spoon
2809,glass
5414,plate
5415,plate
3972,knife
2810,glass
5416,plate
2811,glass
5417,plate
5418,plate
5419,plate
7058,spoon
5420,plate
2813,glass
5421,plate
3974,knife
7061,spoon
0600,cup
7062,spoon
1921,fork
3975,knife
0601,cup
0602,cup
5423,plate
0603,cup
0605,cup
7064,spoon
7065,spoon
2815,glass
2816,glass
1922,fork
0606,cup
5426,plate
3976,knife
5427,plate
5428,plate
5429,plate
2817,glass
3979,knife
7067,spoon
0607,cup
7068,spoon
1923,fork
0608,cup
5430,plate
0609,cup
0610,cup
7069,spoon
5432,plate
5433,plate
2819,glass
0611,cup
2820,glass
3980,knife
5434,plate
5435,plate
7071,spoon
0612,cup
3981,knife
0613,cup
3982,knife
2822,glass
7072,spoon
0614,cup
7073,spoon
2825,glass
0618,cup
1924,fork
1925,fork
1926,fork
0621,cup
7075,spoon
5437,plate
3983,knife
0623,cup
5439,plate
3984,knife
0624,cup
0625,cup
0626,cup
2827,glass
1927,fork
1928,fork
5440,plate
7076,spoon
0627,cup
0628,cup
5441,plate
2828,glass
0630,cup
0632,cup
3986,knife
0633,cup
7077,spoon
3987,knife
0634,cup
2829,glass
3988,knife
3989,knife
1930,fork
1931,fork
5443,plate
0636,cup
3990,knife
0637,cup
0638,cup
2830,glass
7079,spoon
2831,glass
2832,glass
5444,plate
0640,cup
2833,glass
0642,cup
5446,plate
1932,fork
5449,plate
5450,plate
1934,fork
5451,plate
3992,knife
3993,knife
3994,knife
3995,knife
0644,cup
2835,glass
5453,plate
7084,spoon
5454,plate
2837,glass
5455,plate
1935,fork
5456,plate
3998,knife
2838,glass
2839,glass
0645,cup
7088,spoon
0646,cup
2840,glass
3999,knife
0647,cup
4001,knife
7089,spoon
2841,glass
1936,fork
5457,plate
4002,knife
1937,fork
4003,knife
7090,spoon
5458,plate
5459,plate
5460,plate
0648,cup
5461,plate
2842,glass
2843,glass
4004,knife
5462,plate
4005,knife
2844,glass
0649,cup
5463,plate
5464,plate
0650,cup
5465,plate
1939,fork
5466,plate
5467,plate
0651,cup
2846,glass
7091,spoon
0653,cup
7092,spoon
4007,knife
5468,plate
5469,plate
4008,knife
0658,cup
0659,cup
1940,fork
0660,cup
0661,cup
0662,cup
0663,cup
1941,fork
5470,plate
2848,glass
0664,cup
7094,spoon
5471,plate
0665,cup
4010,knife
7095,spoon
4011,knife
0667,cup
5474,plate
7096,spoon
0668,cup
4012,knife
2850,glass
5475,plate
0669,cup
1943,fork
5476,plate
4013,knife
7098,spoon
1944,fork
1945,fork
7099,spoon
0670,cup
2851,glass
2852,glass
5477,plate
1947,fork
0672,cup
7100,spoon
5478,plate
0674,cup
1948,fork
7102,spoon
7103,spoon
4016,knife
5479,plate
1949,fork
0675,cup
7104,spoon
0677,cup
5480,plate
5481,plate
7106,spoon
1950,fork
5482,plate
7107,spoon
0678,cup
0679,cup
7108,spoon
5483,plate
0681,cup
2854,glass
2855,glass
5486,plate
0682,cup
0683,cup
5487,plate
1952,fork
7109,spoon
5489,plate
0684,cup
7111,spoon
2856,glass
0685,cup
7112,spoon
2857,glass
0687,cup
7113,spoon
4021,knife
0688,cup
4022,knife
0689,cup
4023,knife
0690,cup
4024,knife
0692,cup
2861,glass
5492,plate
4025,knife
4026,knife
4027,knife
5495,plate
4028,knife
0694,cup
0695,cup
0696,cup
5497,plate
2862,glass
5498,plate
2863,glass
0698,cup
2865,glass
4031,knife
